"","geneIDs","geneIDX","zscores","pvals","adj.pvals","significant"
"1286","WDR1",4949,1.943001,0.0520160374918368,0.217643505264143,"FALSE"
"1287","CHST1",12898,1.942636,0.052060154004729,0.217770224443267,"FALSE"
"1288","MYDGF",13498,1.942223,0.0521101098778803,0.217879114376787,"FALSE"
"1289","C1QTNF2",3890,1.942071,0.0521285056651574,0.217882485186595,"FALSE"
"1290","MT3",4351,1.941199,0.0522341443800527,0.218092443188526,"FALSE"
"1291","JPH4",14291,1.940815,0.0522807209269941,0.218224376078345,"FALSE"
"1292","MANF",12249,1.939088,0.0524906236412105,0.218815162624003,"FALSE"
"1293","CNN3",15530,1.938811,0.0525243562024778,0.218839901669228,"FALSE"
"1294","CMAS",14576,1.93811,0.0526098036925286,0.219137925698112,"FALSE"
"1295","VANGL2",12276,1.936859,0.0527625814413949,0.219658076360329,"FALSE"
"1296","PCK2",15714,1.936425,0.0528156700344418,0.219820968726483,"FALSE"
"1297","ANO3",2278,1.93627,0.0528346410619361,0.219841813826687,"FALSE"
"1298","KIAA1211",14630,1.933511,0.0531732793254338,0.220958902871194,"FALSE"
"1299","APRT",3286,1.931881,0.0533741954097173,0.221501504144966,"FALSE"
"1300","MVB12B",3289,1.931367,0.0534376831171986,0.221589760516274,"FALSE"
"1301","C2orf80",3058,1.929414,0.053679487066333,0.222533839878729,"FALSE"
"1302","PEG10",1441,1.928987,0.0537324761220679,0.222694876689118,"FALSE"
"1303","CAMK4",4009,1.928598,0.0537807875315583,0.222790831031044,"FALSE"
"1304","POR",353,1.928345,0.0538122280349991,0.222790831031044,"FALSE"
"1305","CYP46A1",1319,1.927815,0.0538781412822962,0.222963465849192,"FALSE"
"1306","SOCS2",439,1.926965,0.0539839919147451,0.223228078810344,"FALSE"
"1307","CXCR4",12733,1.926927,0.0539887281111332,0.223228078810344,"FALSE"
"1308","NCOA6",14090,1.925496,0.0541673359015411,0.223672883233613,"FALSE"
"1309","SLITRK6",2100,1.923939,0.0543622300075539,0.223918973652411,"FALSE"
"1310","ARHGAP21",12556,1.923675,0.0543953335755733,0.223918973652411,"FALSE"
"1311","INPP5K",2157,1.923657,0.0543975912493154,0.223918973652411,"FALSE"
"1312","SMIM4",3948,1.922137,0.0545885214814574,0.224528806354636,"FALSE"
"1313","DENND2A",10733,1.921985,0.0546076452105902,0.224548804868306,"FALSE"
"1314","BTBD1",6267,1.920892,0.0547453245446314,0.224880024773082,"FALSE"
"1315","CCNB3",677,1.920102,0.0548450167306761,0.22517204391773,"FALSE"
"1316","SLC44A3",12043,1.919873,0.0548739431302062,0.225173373621344,"FALSE"
"1317","KLHDC8A",13347,1.91943,0.0549299372957523,0.225254469577963,"FALSE"
"1318","LOC102724156",13088,1.918498,0.0550478954742905,0.225358584046465,"FALSE"
"1319","PIWIL4",14714,1.91823,0.055081853846158,0.225438988512544,"FALSE"
"1320","PLPPR1",14705,1.917634,0.0551574358171461,0.225679304631367,"FALSE"
"1321","VIT",3403,1.917541,0.0551692374421171,0.225679304631367,"FALSE"
"1322","GPSM1",12633,1.917107,0.0552243395263587,0.225787386611924,"FALSE"
"1323","CDC42P3",2006,1.916554,0.0552946167037435,0.226008915813068,"FALSE"
"1324","ASTN1",10445,1.916145,0.0553466417946141,0.226008915813068,"FALSE"
"1325","TLE4",10519,1.916092,0.0553533864170297,0.226008915813068,"FALSE"
